Company Name,City,Search Term,Phone,Address,Years in Business,Owner,Website
"EPS Tree Care","Boise, ID","tree service","(208) 870-1843","Meridian, ID 83646","18","Mr. Trent Nieffenegger, Owner",""
"NaturalTree Service","Boise, ID","tree service","(208) 642-2820","Payette, ID 83661","24","Mr. Gary Needs, Operator",""
"Eagle Tree & Shrub","Boise, ID","tree service","(208) 939-0919","Eagle, ID 83616-9117","16","Ms. Amy Wakagawa, Owner","https://www.eagletreeandshrub.com/"
"Tree Maintenance","Boise, ID","tree service","(208) 695-4026","New Plymouth, ID 83655-5270","19","Mr. Jeff Bayes, Owner",""
"AB 3 Tree Service LLC","Boise, ID","tree service","(541) 403-2615","Richland, OR 97870-6607","12","Mr. Samuel Akers, President",""
"Heartwood Tree Care LLC","Boise, ID","tree service","(208) 965-6174","","11","Mr. Daniel Hess, Owner","https://www.heartwood-treecare.com/"
"A Cut Above Tree Service","Boise, ID","tree service","(541) 519-3313","Baker City, OR 97814","28","Mr. Garrett Nelson, President","https://acutabove-treeservice.com/"
"Local Lawn & Tree Spraying Service","Boise, ID","tree service","(208) 735-0555","Twin Falls, ID 83303-2656","21","Mr. Louis Lopez, Owner",""
"Miller's Tree Service","Boise, ID","tree service","(541) 786-1602","","34","Dale K. Miller, Owner",""
"Jim's Tree Landscape Service","Boise, ID","tree service","(208) 431-3253","Burley, ID 83318","52","Mr. Jim Holland, President",""
"All Around Tree Service, LLC","Boise, ID","tree service","(208) 731-7726","Filer, ID 83328","17","Mr. Steve Snyder, Owner",""
"Tom and Jerry's Tree Service","Boise, ID","tree service","(208) 808-8733","Heyburn, ID 83336","18","Mr. Jered Wells",""
"Topping Trees LLC","Boise, ID","tree service","(208) 412-3825","","13","Mr. James Topping, Owner",""
"Zing LLC","Boise, ID","tree service","(208) 585-9400","Middleton, ID 83644","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/"
"New Hope Services, LLC","Boise, ID","tree service","(800) 398-6867","Weiser, ID 83672","18","Mrs. Barbara Perez, Owner",""
"Parker Tree Services Inc","Boise, ID","tree service","(541) 963-8201","Summerville, OR 97876-8127","87","Mr. Grant Parker, President","https://parkertreeservices.com/"
"Tree Trouble?","Boise, ID","tree service","(208) 432-2221","Burley, ID 83318-5053","14","Mr. Scott Yates, Owner/Operator","https://www.minicassiatreetrouble.com/"
"G & G Landscaping Services, Inc","Boise, ID","tree service","(208) 788-1708","","17","Mr. Jose M Guerrero, Owner","https://gglandscapingservices.com/"
"Lawn Pro of Boise LLC","Boise, ID","tree service","(208) 602-7317","Garden City, ID 83714","18","Mr. Ryan A Spolar, Owner/Member",""
"Taylor Lawn Care & Maintenance","Boise, ID","tree service","(208) 850-1300","Garden City, ID 83714-1128","22","Mr. Larry Taylor, Owner",""
"Weed Man Lawn Care","Boise, ID","tree service","(208) 888-9911","Meridian, ID 83642-5946","20","Andy Kurth, Owner","https://boise.weedmanusa.com/"
"Qualitree Inc.","Boise, ID","tree service","(208) 467-6175","Nampa, ID 83687","40","Mr. Jon Wakelam, Owner","https://www.qualitreeidaho.com/"
"Estate Lawn Care","Boise, ID","tree service","(208) 336-0403","","28","Mr. Jay Armstrong, Owner",""
"Lucky Lawns LLC","Boise, ID","tree service","(208) 322-7777","Meridian, ID 83646","18","Mr. Jeff Simpson, Owner","https://www.luckylawncare.com/"
"Diamond Lawns LLC","Boise, ID","tree service","(208) 484-5568","Meridian, ID 83642","18","Mr. Nick Gifford, Owner","https://www.diamondlawns.com/"
"Green Valley Towing / Idaho Landscape & Lawn Care","Boise, ID","tree service","(208) 860-0979","Middleton, ID 83644","43","Mr. Jeff Richlin, Owner/President",""
"Rick Bale Pruning Yardscape","Boise, ID","tree service","(208) 629-6452","Nampa, ID 83687-8918","18","Mr. Rick Bale, Owner",""
"Bare Foot Lawns, LLC","Boise, ID","tree service","(208) 323-8002","Nampa, ID 83687-5119","27","Mr. Jeremiah Long, Owner","https://www.barefootlawnsusa.com/"
"Trinity Lawn and Landscape","Boise, ID","tree service","(208) 899-4145","Nampa, ID 83653-0111","18","Mr. Josh Doughty, Owner","https://www.trinitylawn.net/"
"Blue Ribbon Landscape & Maintenance, Inc.","Boise, ID","tree service","(208) 466-5656","","26","Mr. Hans Ellis, President","https://www.blueribbonlandscapes.com/"
"Majestic Landscape Company","Boise, ID","tree service","(208) 989-4245","Nampa, ID 83653","25","Mr. Bill Taylor, Owner","https://www.majesticlandscapecompany.com/"
"Sinclair Brothers LLC","Boise, ID","tree service","(541) 426-7042","Enterprise, OR 97828-0513","14","Mr. Eric Sinclair, Member","https://wallowacountytrees.com/"
"Impressive Trimming and Firewood LLC","Boise, ID","tree service","(208) 761-8067","Caldwell, ID 83606-1357","14","Mr. Roger C Gordon, Managing Member",""
"Clean Cut Lawn Care","Boise, ID","tree service","(208) 571-5032","Nampa, ID 83651","11","Mr. Isaac Chavez, Owner",""
"C and S Concrete","Boise, ID","tree service","(208) 320-0734","Wendell, ID 83355-5315","14","Mr. Sheridan Pearson, Owner",""
"Omnione-Services","Boise, ID","landscape service","(208) 473-6241","Boise, ID 83705","17","Mr. Jeremiah Hull, Owner",""
"CTA Architects Engineers Inc","Boise, ID","landscape service","(406) 452-3321","Livingston, MT 59047-2623","87","Mr. Dave Turner, Owner","https://www.ctagroup.com/"
"Brower Lawns","Boise, ID","landscape service","(208) 371-4602","","24","Mr. Kevin Brower, Owner","https://brower-lawns.hub.biz/"
"Groundworks & Handyman Services, Inc.","Boise, ID","landscape service","(208) 901-5282","Boise, ID 83716","27","Mr. Richard Wallace, Owner",""
"Custom Pools Boise","Boise, ID","landscape service","(208) 345-2792","Boise, ID 83714","68","Mr. Stephen Chandler, President","https://www.custompoolsandpatio.com/"
"Elda Property Services, LLC","Boise, ID","landscape service","(208) 321-7000","Boise, ID 83704","19","Mr. Daniel J Elser, Owner",""
"K 2 Construction Inc","Boise, ID","landscape service","(208) 377-9139","Boise, ID 83709-1665","44","Mr. Mark Kreizenbeck, President",""
"All Lawns, LLC","Boise, ID","landscape service","(208) 336-1595","Boise, ID 83709","23","Mr. Kevin Gilbert, Owner",""
"Privateer Lawn and Sprinkler Care, LLC","Boise, ID","landscape service","(208) 919-5163","Boise, ID 83704","18","Mr. Jasun Temple, Owner",""
"B & A Lawn Care Service, LLC","Boise, ID","landscape service","(208) 860-6717","Boise, ID 83713","14","",""
"Grass Monkey","Boise, ID","landscape service","(208) 853-5134","","23","Mr. Jeremy Campanella, Owner",""
"Assured Quality Lawn Sprinklin","Boise, ID","landscape service","(208) 377-9000","Boise, ID 83709-1244","47","Mr. Darrell Roark, Owner","https://assuredqualitysprinklers.com/"
"Nature's Elite","Boise, ID","landscape service","(208) 340-0820","Boise, ID 83711","14","Mr. Nick Fleming, Owner","https://www.natureselitelandscape.com/"
"PDF Lawn Care","Boise, ID","landscape service","(208) 447-6299","","16","Mr. Pat Flores, Member",""
"ABM Industries, Inc.","Boise, ID","landscape service","(212) 297-0200","Boise, ID 83709-2814","116","","https://www.abm.com/"
"Safari Lawn Care, LLC","Boise, ID","landscape service","(208) 562-1500","","28","Mr. Jeff Mower, Owner","https://www.safarilawncareboise.com/"
"The Garden Artist, LLC","Boise, ID","landscape service","(208) 429-9325","Boise, ID 83716","19","Ms. Terry Sims, Owner","https://www.thegardenartistidaho.com/"
"208 Lawn Care","Boise, ID","landscape service","(208) 713-8238","Boise, ID 83713-3710","12","Mr. Joshua Roberts, Owner","https://www.208lawncare.com/"
"Oasis Contractors, Inc.","Boise, ID","landscape service","(208) 323-1223","Boise, ID 83709-5380","19","Ms. Teri Green, Owner",""
"Prestige Lawn Care, LLC","Boise, ID","landscape service","(208) 908-1559","Boise, ID 83713","18","Ms. Chelsey Wornell, Owner",""
"Art of the Earth, Inc.","Boise, ID","landscape service","(208) 412-7762","","15","Mr. Joshua S Neighbors, President","https://artoftheearthboise.com/"
"Madeline George Garden Design Nursery","Boise, ID","landscape service","(208) 995-2815","Boise, ID 83714-2507","13","Ms. Kecia Carlson, General Manager","https://madelinegeorge.com/"
"Summer Lawns, Inc.","Boise, ID","landscape service","(208) 991-0365","Boise, ID 83714-9685","46","Mr. Juan Morales, President","https://www.summerlawns.com/index.html"
"Mowmeister Lawn Service","Boise, ID","landscape service","(208) 453-1477","","28","Mr. Dave Zable, Owner",""
"Personal Services Group","Boise, ID","landscape service","(208) 375-0866","Meridian, ID 83646","32","Ms. Linda Wallis, Owner","https://personalservicesgroup.com/"
"Great Outdoors Landscape and Maintenance, LLC","Boise, ID","landscape service","(208) 283-3890","Kuna, ID 83634-0166","19","Mr. Steve Rowell, Owner","https://www.greatoutdoorsls.com/"
"Trautman Lawn & Landscape Company","Boise, ID","landscape service","(208) 466-0690","Nampa, ID 83687-8148","37","Mrs. Jennifer D Trautman, Co- Owner","https://trautmanlawn.com/"
"Lasher Lawn Care and Landscape LLC","Boise, ID","landscape service","(208) 860-0818","Nampa, ID 83653-3720","14","Mr. Brandon Lasher, Managing Member","https://www.facebook.com/Lasherlawnco/"
"Franz Witte Landscape Contracting, Inc.","Boise, ID","landscape service","(208) 853-0808","Nampa, ID 83687-9457","54","Ms. Seneca Hull, President","https://www.franzwitte.com/"
"Northwest Landscape","Boise, ID","landscape service","(208) 695-7618","Emmett, ID 83617","13","Mr. Brian LaMore, Owner",""
"Olson and Sons Excavation and Landscape","Boise, ID","landscape service","(208) 286-7706","Star, ID 83669","30","Mr. Gary Olson, Owner",""
"New Life Landscape, LLC","Boise, ID","landscape service","(208) 919-2751","Nampa, ID 83687","15","Mr. Carlos Torrez, Owner",""
"Precision Lawn Service & Landscape","Boise, ID","landscape service","(208) 280-5296","Twin Falls, ID 83301-4751","24","Mr. Brad Wilkinson, Owner",""
"Green Bee Lawn Care and Services","Boise, ID","landscape service","(208) 405-1958","","16","Mr. Salvador Macias, Owner",""
"Kertesz Landscape, LLC","Boise, ID","landscape service","(208) 369-6121","","10","Mr. Benito Arredondo-Muniz, Owner","https://www.facebook.com/Kertesz-Landscape-LLC-1005848666134089/services?ref=page_internal"
"O&A Lawn Care And Landscape LLC","Boise, ID","landscape service","(208) 899-7095","Caldwell, ID 83605","15","Mr. Omar Arredondo, Owner","https://oandalawncareandlandscapellc.com/"
"Country Boys Landscape, LLC","Boise, ID","landscape service","(208) 573-9527","Nampa, ID 83651","18","Mr. Jeremiah Jenkins, Owner","https://www.countryboyslandscape.com/"
"Watermark Landscapes, Inc.","Boise, ID","landscape service","(208) 941-7733","Eagle, ID 83616-9118","20","Mr. Ryan Johnson, President",""
"Albinson Inc.","Boise, ID","landscape service","(208) 863-3313","Star, ID 83669-5175","25","Mr. Peter Albinson, Owner","https://www.albinsonlandscape.com/"
"Tripl T Services LLC","Boise, ID","landscape service","(208) 587-8018","","18","Mr. George Whitaker, Member","https://www.tripltservices.com/"
"Landscapes Unlimited","Boise, ID","landscape service","(208) 989-6744","Caldwell, ID 83607","15","Mr. Arturo Segura-Barragan, Owner",""
"Mystic Pool and Spa, Inc","Boise, ID","landscape service","(208) 870-7014","Meridian, ID 83646-7341","18","Mr. Michael Meske, President","https://mysticpoolandspa.com/"
"Pallas Landscaping Services","Boise, ID","landscape service","(208) 539-9630","Twin Falls, ID 83303","17","Mr. Jessie Pallas, Owner/Operator",""
"Hodson Lawn Care","Boise, ID","lawn care","(208) 870-9983","Boise, ID 83705","28","Mr. Eli Hodson, Owner",""
"Your Lawn Maintenance","Boise, ID","lawn care","(208) 283-5441","Boise, ID 83705-2127","21","Mr. Eric Tweedie, Owner",""
"Green With Envy Yard Care, LLC.","Boise, ID","lawn care","(208) 283-7883","","14","Mr. Tony Brady, Owner","https://greenwithenvyboise.com/"
"John Poncia Lawn Care","Boise, ID","lawn care","(208) 577-8439","Boise, ID 83705","21","Mr. John Poncia, Owner",""
"Mow It All Lawn Care, LLC","Boise, ID","lawn care","(208) 860-2605","","20","Mr. James Hall, Owner/Member",""
"Professional Lawn Care","Boise, ID","lawn care","(208) 278-6222","Boise, ID 83704-5835","21","Mr. Jim Hiemstra","https://www.prolawncare.org/"
"Capitol Lawn and Maintenance, Inc.","Boise, ID","lawn care","(208) 345-5303","Boise, ID 83706","33","Mr. Felix Aramburu, Owner",""
"D's Lucky Lawn Care","Boise, ID","lawn care","(208) 672-1641","","20","Mr. Philip Killion, Owner","https://www.dsluckylawncare.com/"
"Fresh Air Lawn Care, LLC","Boise, ID","lawn care","(208) 407-1991","Boise, ID 83705","14","Mr. Dustin Harrison, Owner","https://www.freshlawn.net/"
"Dan's Lawn Aerating","Boise, ID","lawn care","(208) 562-9330","Boise, ID 83706","12","Mr. Dan Basinger, Owner",""
"Quality Cuts Lawn Care","Boise, ID","lawn care","(208) 854-1507","Boise, ID 83714","26","Mr. Kelly Sarceda, Owner",""
"ABC Lawn Care","Boise, ID","lawn care","(208) 559-6027","","15","Mr. Donald D Weir Jr., member",""
"ATD Lawn Service","Boise, ID","lawn care","(208) 658-5285","Boise, ID 83704-7420","21","Mr. Renn Gebhardt, Owner","https://www.atdlawnservice.com/"
"Bright Concepts Lawn Care","Boise, ID","lawn care","(208) 860-1540","","17","Mr. Tyler Robb, Owner","https://brightconceptslawncare.com/"
"Serenity Lawn Care Service Boise Idaho","Boise, ID","lawn care","(208) 230-1199","Boise, ID 83713-5403","24","","https://boiseidaholawncareservices.com/"
"Four Seasons Grounds Management","Boise, ID","lawn care","(208) 342-5893","Boise, ID 83706","45","Mr. Mike Barbero, President",""
"Quality Lawn Care, LLC","Boise, ID","lawn care","(208) 794-3540","Boise, ID 83719-1041","19","Mr. Joe Myers, Owner","https://www.qualitylawnboise.com/"
"Evergreen Lawn & Design, LLC","Boise, ID","lawn care","(208) 890-2586","Boise, ID 83704-5621","11","Mr. Scott Pierson, Owner","https://www.evergreenlawnboise.com/"
"Earthcare Inc.","Boise, ID","lawn care","(208) 401-5357","Boise, ID 83703","34","Mr. Roger Anderegg, Owner",""
"Transformco","Boise, ID","lawn care","(847) 286-2500","Boise, ID 83704","138","Mr. Steven Ward, Manager of Sales and Service","https://www.searshomeservices.com/"
"Millers Lawn Mowing and Maintenance","Boise, ID","lawn care","(208) 906-0381","Boise, ID 83714-0692","17","Ms. Jill Miller, Owner",""
"Iron Stone Cleaning, LLC.","Boise, ID","lawn care","(208) 859-1302","Boise, ID 83705","23","Ms. Nancy McNabb, Owner",""
"D & B Professional","Boise, ID","lawn care","(208) 283-7820","Boise, ID 83709","19","Mr. Dallas Reynolds, Owner",""
"Emerald Lawns, Inc.","Boise, ID","lawn care","(208) 322-4700","Boise, ID 83709","37","Mr. Dave Adams, Owner","https://www.emeraldlawnsidaho.com/"
"Ron's Service & Maintenance","Boise, ID","lawn care","(208) 515-9612","Boise, ID 83704-2824","11","Mr. Ron V Salisbury, Owner/Operator",""
"Steve's Yard Maintenance","Boise, ID","lawn care","(208) 447-7245","Boise, ID 83709-5711","21","Mr. Steve Reddig, Owner",""
"Lawnfather","Boise, ID","lawn care","(208) 562-8388","","23","Mr. Tony Shewmaker, Owner","https://lawnfather.com/"
"All Pro Lawn Service LLC","Boise, ID","lawn care","(208) 869-2999","Boise, ID 83713-2025","17","Mr. Ryan Pollard, Owner","https://www.allprolawnservice.com/"
"MowJoe","Boise, ID","lawn care","(208) 830-6660","Boise, ID 83709","19","Mr. Joseph Doyle, Owner",""
"Eco-Care, LLC","Boise, ID","lawn care","(208) 321-8194","Garden City, ID 83714","30","Mr. Jim Bonner, Owner",""
"All About Lawn Care","Boise, ID","lawn care","(208) 392-0165","Meridian, ID 83642","15","Mr. Nick Schuler, Owner",""
"Lawn Care Services, LLC","Boise, ID","lawn care","(208) 371-1344","","18","Mr. Kurt Hartley, Owner","https://www.tvlawn.com/"
"Western Lawn Care, Inc.","Boise, ID","lawn care","(208) 908-2222","Meridian, ID 83642-3053","13","Mr. Lane Ranstrom, Owner","https://www.westernlawncare.com/"
"Felipe's Lawn Care, LLC","Boise, ID","lawn care","(208) 954-6522","","10","Mr. Felipe Rodriguez, Owner",""
"MAS Lawn Care, LLC","Boise, ID","lawn care","(208) 288-0478","Meridian, ID 83646-5644","12","Mr. Alan Boyd McCurdy",""
"Happy Valley Lawn Care","Boise, ID","lawn care","(208) 615-3143","","10","Mr. Emiliano Duran Ornelas, Owner",""
"Advanced Lawn Care Systems, LLC.","Boise, ID","lawn care","(208) 602-9008","Eagle, ID 83616-9104","23","Mr. Kirk Wright, Owner",""
"Ficarella's Lawn Care","Boise, ID","lawn care","(208) 459-1256","","19","Mr. Dan Ficarella, Owner",""
"Woodland Lawn care Maintenance","Boise, ID","lawn care","(208) 250-5138","Nampa, ID 83651","13","JUAN ORTEGA, Owner",""
"Abel's Landscape and Lawn Care","Boise, ID","lawn care","(208) 919-2863","Caldwell, ID 83607","11","Mr. Abel Cedillo, Owner",""
"Brett's Lawn Care, Inc.","Boise, ID","lawn care","(208) 463-0271","Nampa, ID 83651","26","Mr. Brett Klinchuch, President","https://www.brettslawncareinc.com/"
"De Los Santos Lawn Care","Boise, ID","lawn care","(208) 880-5120","Caldwell, ID 83605","23","Mr. Juan De Los Santos, Owner",""
"Guardian Lawn Care","Boise, ID","lawn care","(208) 642-4643","Payette, ID 83661","22","Mr. Ross Barton, Director",""
"RDH Services","Boise, ID","lawn care","(208) 353-3313","Nampa, ID 83686","16","Mr. Rob Herzog, Owner",""
"4 Seasons Lawn & Pest LLC","Boise, ID","lawn care","(208) 994-5678","Meridian, ID 83642","10","Mr. Larry Gaythwaite, Owner",""
"Tom's Lawn Service","Boise, ID","lawn care","(208) 631-5423","Nampa, ID 83686-5210","19","Mr. Tom Craig, Owner",""
"Turf Surfer Lawn Company","Boise, ID","lawn care","(208) 412-6563","Caldwell, ID 83605-7950","22","Mr. Matt Weiser, Owner",""
"The Lawn Manicurist Company","Boise, ID","lawn care","(208) 344-2956","Nampa, ID 83687","23","","https://www.lawnmanicurist.com/"
"Swords Lawn Care","Boise, ID","lawn care","(541) 379-5852","Baker City, OR 97814-0547","15","Daniel Sword, Owner",""
"ForeverLawn Mountain West","Boise, ID","lawn care","(208) 890-1867","Garden City, ID 83714","21","Mr. Bill Lish, Owner","https://www.foreverlawn.com/"
